Title,URL,Description,Author,Date,News Outlet,Search Terms
"Preview #15np: Quo vadis, Überwachung?",https://netzpolitik.org/2019/preview-15np-quo-vadis-ueberwachung/,"Wie stehts um Datenschutz und Informationsfreiheit? Was sind die aktuellen Überwachungspläne der Bundesregierung? Und wie kriege ich eigentlich raus,  wer welche Daten von mir hat? Diese und viele andere Fragen mehr wollen wir auf unserer Das ist Netzpolitik!-Konferenz am 13. September beantworten. Ein Vorgeschmack aufs Programm.",Tomas Rudl,2019-09-09 06:43:24,np_org,Hackback
Wochenrückblick KW 36: Wir schreiben nicht nur über die Helfer des Überwachungsstaates,https://netzpolitik.org/2019/wochenrueckblick-kw-36-wir-schreiben-nicht-nur-ueber-die-helfer-des-ueberwachungsstaates-wir-verklagen-sie-auch/,"Wir haben in dieser Woche wieder fleißig Dinge veröffentlicht. Zum Beispiel unsere . Oder ein Gutachten des Bundestags, demzufolge der deutsche Fokus auf Cyber-Offensivkräfte ineffektiv und gefährlich ist. Oder Pläne der Urheberrechtslobby für eine Kampagne zur Beeinflussung von Politik und Justiz. Die Themen der Woche im Überblick.",Maximilian Henning,2019-09-06 18:07:18,np_org,Hackback
Staatliche Hack Backs sind zum Scheitern verurteilt,https://netzpolitik.org/2019/ueberschaetzte-cyber-abschreckung-staatliche-hack-backs-sind-zum-scheitern-verurteilt/,"Digitale Gegenangriffe wie Hack Backs funktionieren nicht, wie Sicherheitsbehörden sich das vorstellen. Im Internet gelten andere Prinzipien für Abschreckung als etwa bei Atomwaffen. Stattdessen sollte Deutschland die IT-Sicherheit defensiv ausrichten und die Resilienz von Systemen steigern.",Gastbeitrag,2019-07-21 08:00:02,np_org,Hackback
Innenminister schaltet bei IT-Sicherheit schrittweise von Verteidigung auf Angriff,https://netzpolitik.org/2019/aktive-cyber-abwehr-innenminister-schaltet-bei-it-sicherheit-schrittweise-von-verteidigung-auf-angriff/,"Trojaner, Hacking, Denial-of-Service: Was Kriminelle für Angriffe nutzen, soll bald auch der Staat dürfen. Innenminister Seehofer schafft staatliche Befugnisse zur aktiven Cyber-Abwehr  dem digitalen Gegenangriff. Der letzte Baustein soll noch dieses Jahr kommen.",Gastbeitrag,2019-04-24 16:02:58,np_org,Hackback
Doxing: Der Kampf um Datensicherheit wird auf unseren Computern entschieden,https://netzpolitik.org/2019/doxing-doxing-der-kampf-um-datensicherheit-wird-auf-unseren-computern-entschieden/,Nach dem Doxing-Angriff auf Politiker und Prominente liegen nun zahlreiche Reaktionen und Vorschläge für Gegenmaßnahmen auf dem Tisch. Wir haben sie angeschaut und bewertet. Ein Kommentar.,Markus Reuter,2019-01-12 10:00:32,np_org,Hackback
Innenstaatssekretär Mayer blamiert sich mit Aussagen zum Staatstrojaner,https://netzpolitik.org/2019/innenstaatssekretaer-mayer-blamiert-sich-mit-aussagen-zum-staatstrojaner/,CSU-Staatssekretär Stephan Mayer versteht die Technologie von Staatstrojanern überhaupt nicht  oder er führt die Öffentlichkeit mit Unwahrheiten in die Irre. Bei Maybrit Illner gab der Politiker jedenfalls kein gutes Bild ab.,Markus Reuter,2019-01-11 14:44:58,np_org,Hackback
Alles außer AfD: Was wir über das große Datenleck wissen,https://netzpolitik.org/2019/alles-ausser-afd-was-wir-ueber-das-grosse-datenleck-wissen/,"Die Aufregung ist groß: Persönliche Daten von Prominenten und Politikern aller Parteien  außer der AfD  sind im Netz aufgetaucht. Wir sammeln die Fakten zu der Datensammlung, deren Veröffentlichung jetzt bekannt wurde.",Markus Reuter,2019-01-04 13:39:54,np_org,Hackback
NPP162: Das Jahr in 60 Minuten,https://netzpolitik.org/2018/netzpolitik-podcast-folge-162-das-jahr-in-60-minuten/,2018 ist netzpolitisch viel in Bewegung gewesen: Vom Cambridge-Analytica-Skandal und dem Start der Datenschutzgrundverordnung über diverse Upload-Filter-Debatten bis zur Welle der verschärften Polizei- und Überwachungsgesetze überall in Deutschland. In unserem letzten Podcast des Jahres schauen wir auf die wichtigsten Entwicklungen.,Ingo Dachwitz,2018-12-25 15:03:24,np_org,Hackback
Rückblick auf ein aufregendes Jahr: Investiert in digitale Freiheitsrechte!,https://netzpolitik.org/2018/rueckblick-auf-ein-aufregendes-jahr-investiert-in-digitale-freiheitsrechte/,Welche Arbeit haben wir 2018 geleistet? Waren eure Spenden gut investiert? Wir schauen zurück auf das Jahr und bieten Einblicke in die wichtigsten Recherchen und unsere Arbeitsweise. Wir freuen uns über eure Unterstützung!,netzpolitik.org,2018-11-30 10:27:24,np_org,Hackback
Neuer Verfassungsschutz-Chef will mehr Überwachung in sozialen Medien,https://netzpolitik.org/2018/neuer-verfassungsschutz-chef-will-mehr-ueberwachung-in-sozialen-medien/,"Er ist jetzt der Chef. Das machte Thomas Haldenweg, der neue Verfassungsschutz-Präsident, in einer öffentlichen Anhörung im Bundestag klar. Er sprach viel über Rechtsextremismus und forderte mehr Überwachungskapazitäten für soziale Medien. Er bezeichnete sie auch als Brandbeschleuniger für physische Gewalt.",Anna Biselli,2018-11-16 14:59:42,np_org,Hackback
"Ob Bayern oder Dortmund  entscheidend ist, dass wir die Bälle halten.",https://netzpolitik.org/2018/lagebericht-it-sicherheit-ob-bayern-oder-dortmund-entscheidend-ist-dass-wir-die-baelle-halten/,"Mit der Digitalisierung aller Lebensbereiche nehmen auch sicherheitsrelevante Vorfälle weiter zu. Das geht aus dem Lagebericht der IT-Sicherheit in Deutschland hervor, den das zuständige Bundesamt heute veröffentlicht hat. Zum Schutz sei nicht relevant, woher Angriffe kommen, nur dass sie abgewehrt werden.",Chris Köver,2018-10-11 14:57:01,np_org,"Hackback, Aktive Cyberabwehr"
Bundesregierung diskutiert rechtlichen Rahmen für Hack-Backs,https://netzpolitik.org/2018/bundesregierung-diskutiert-rechtlichen-rahmen-fuer-hack-backs/,"Vertreter der Bundesregierung erklärten auf einer Konferenz in Berlin, dass sie weiterhin an der Schaffung eines rechtlichen Rahmens für sogenannte Hack-Backs arbeiten. Unter Hack-Backs versteht man beispielsweise das Lahmlegen von angreifenden Servern oder das Löschen von gestohlenen Daten.",Jannik Mertens,2018-09-13 18:59:19,np_org,"Hackback, Aktive Cyberabwehr"
Harsche Kritik an Cyber-militärischer Agentur der Bundesregierung,https://netzpolitik.org/2018/harsche-kritik-an-cyber-militaerischer-agentur-der-bundesregierung/,Die Bundesministerien für Inneres und Verteidigung gründen eine Agentur für Innovationen in der Cybersicherheit. Vordergründig soll es um die Entwicklung von Sprunginnovationen gehen. Kritiker*innen sehen die Neugründung als Vorstoß zur Militarisierung des digitalen Raumes.,Jannik Mertens,2018-08-30 12:42:50,np_org,Hackback
Transparenzbericht: Unsere Einnahmen und Ausgaben im Juni 2018,https://netzpolitik.org/2018/transparenzbericht-unsere-einnahmen-und-ausgaben-im-juni-2018/,"Als von Leserinnen und Lesern finanziertes Medium setzen wir uns nicht nur für Transparenz ein, sondern wir sind auch transparent. Wir geben Euch deshalb Einblicke in unsere Einnahmen und Ausgaben im Juni 2018. Wir haben rund 9000 Euro Minus gemacht.",Markus Beckedahl,2018-08-15 12:29:41,np_org,Hackback
Interview mit Phineas Fisher über Hacken als Direkte Aktion gegen den Überwachungsstaat,https://netzpolitik.org/2018/hack-back-interview-mit-phineas-fisher-ueber-hacken-als-direkte-aktion-gegen-den-ueberwachungsstaat/,"Phineas Fisher ist die wohl berühmteste Hacker-Persönlichkeit und selbsternannte anarchistische Revolutionärin. Im Interview spricht sie über die Politik hinter ihren Angriffen auf die Überwachungsindustrie, die türkische Regierungspartei und die katalanische Polizei. Ein Rückblick auf die Heldentaten  und ihre ersten öffentlichen Statements seit angeblichen Verhaftungen.",Gastbeitrag,2018-07-01 08:00:28,np_org,Hackback
Netzpolitischer Wochenrückblick KW 25: Uploadfilter und Überwachungsausbau,https://netzpolitik.org/2018/netzpolitischer-wochenrueckblick-kw-25-uploadfilter-und-ueberwachungsausbau/,Der Rechtsausschuss des EU-Parlaments entschied sich am Mittwoch für die Einführung von Uploadfiltern und Leistungsschutzrecht. Derweil treiben Deutschland und die EU den Ausbau der staatlichen Überwachung voran. Außerdem veröffentlichten wir ein staatliches Gutachten zu Hackbacks und arbeiteten die Aktion der Bundeswehr bei der re:publica weiter auf. Die letzte Woche im Überblick.,Julian Pütz,2018-06-22 18:41:05,np_org,Hackback
Algorithmen und Künstliche Intelligenz: Wir reden an unserer Zukunft vorbei,https://netzpolitik.org/2018/algorithmen-und-kuenstliche-intelligenz-wir-reden-an-unserer-zukunft-vorbei/,"Maschinen treffen zunehmend selbstständig und intransparent Entscheidungen, die tief in unser Leben eingreifen. Aber statt längst überfällige Weichenstellungen demokratisch vorzunehmen, führen wir lieber irreführende Debatten über die EU-Datenschutzreform, Seehofers Asylpolemik und das vermeintliche Wundermittel Uploadfilter. Ein Aufruf zur Korrektur.",Julia Krüger,2018-06-19 16:02:12,np_org,Hackback
IT-Sicherheit: BSI-Lagebericht sieht Gefährdungslage auf hohem Niveau angespannt,https://netzpolitik.org/2017/it-sicherheit-bsi-lagebericht-sieht-gefaehrdungslage-auf-hohem-niveau-angespannt/,"Um die IT-Sicherheit in Deutschland bleibt es weiterhin nur mäßig bestellt. Die Gefährdungslage sei nach wie vor auf hohem Niveau angespannt, bilanziert das Bundesamt für Sicherheit in der Informationstechnik (BSI) in seinem heute vorgestellten Lagebericht (PDF), der den Zeitraum zwischen Juli 2016 bis Juni 2017 umfasst. Der Bericht untersucht das Bedrohungspotenzial in der Bundesverwaltung, Wirtschaft []",Tomas Rudl,2017-11-08 18:17:32,np_org,"Hackback, Aktive Cyberabwehr"
Früherer BND-Chef Schindler erwartet weitere Spionageenthüllungen,https://www.spiegel.de/politik/deutschland/gerhard-schindler-ex-bnd-chef-erwartet-weitere-spionage-enthuellungen-a-329bcfcb-e229-470d-afb6-40fb0e3ceee6,Wir werden weitere Fälle erleben  auch mit der AfD: Ex-BND-Chef Schindler sieht Deutschland als Ziel ausländischer Einflussnahme. Grünenpolitiker von Notz fordert im SPIEGEL-Talk ein Sondervermögen für innere Sicherheit.,,2024-05-08 19:20:00,Spiegel,Hackback
Faeser will BKA aufrüsten  Behörde soll Putins Cyberhacker stoppen,https://www.spiegel.de/politik/deutschland/nancy-faeser-spd-ueber-cyberbedrohungen-hoechste-zeit-uns-besser-aufzustellen-a-0ca20224-3c5f-45be-a870-60fd352af8ed,"Russische Staatshacker und kriminelle Cyberbanden haben es längst auch auf Ziele in Deutschland abgesehen. Hier erklärt Bundesinnenministerin Nancy Faeser, wie sie Attacken abwehren will.",,2023-03-31 08:31:54,Spiegel,"Hackback, Gefahrenabwehr Cyberraum"
Deshalb musste Arne Schönbohm wirklich gehen,https://www.spiegel.de/politik/deutschland/neue-details-in-bsi-affaere-geheimdienste-ueberwachten-umstrittenen-cybersicherheitsrat-umfassender-als-bekannt-a-4029ab1b-5424-434a-b89c-3bb245eb4bfd,"Innenministerin Faeser begründet den Rauswurf von BSI-Präsident Schönbohm mit etlichen angeblichen Verfehlungen. Offenbar spielten aber auch Geheimdienstoperationen eine Rolle, über die er nicht informiert wurde  aus Misstrauen.",,2022-10-20 19:22:21,Spiegel,Hackback
Wie Deutschlands Cyberabwehr offensiver werden soll,https://www.spiegel.de/politik/deutschland/plaene-von-spd-innenministerin-nancy-faeser-wie-deutschlands-cyberabwehr-offensiver-werden-soll-a-2976ada7-7b02-4c99-8bc6-0c4b47aac64a,Innenministerin Nancy Faeser hat ihre Cybersicherheitsagenda vorgestellt: In Zeiten des Ukrainekriegs brauche es zentrale Befugnisse gegen Hacker. Einige Vorschläge dürften in der Ampel noch für Ärger sorgen.,,2022-07-12 16:09:00,Spiegel,Hackback
"Brauchen wir wieder Atomschutzbunker, Frau Faeser?",https://www.spiegel.de/politik/deutschland/nancy-faeser-spd-zum-krieg-in-der-ukraine-brauchen-wir-wieder-atomschutzbunker-a-31eab139-6121-49e2-880d-3442023f94a9,"Bundesinnenministerin Nancy Faeser (SPD) spricht über die Folgen von Putins Angriffskrieg für Deutschland, die Verteilung ukrainischer Flüchtlinge und Gegenmaßnahmen bei Cyberangriffen.",,2022-03-18 13:33:53,Spiegel,"Hackback, Aktive Cyberabwehr"
Inside Germany's Foreign and Security Policy Revolution,https://www.spiegel.de/international/germany/standing-up-to-putin-inside-germany-s-foreign-and-security-policy-revolution-a-31fd2aba-bc08-4711-bb98-bd9fab99d908,"The Russian attack on Ukraine has led Germany to reverse decades of foreign and security policy. Suddenly, Europe's pacifist giant has been forced to adopt a more military posture. Inside the country's epochal shift.",,2022-03-09 17:23:56,Spiegel,Hackback
Wie Deutschland von der Wirklichkeit überrollt wurde,https://www.spiegel.de/politik/deutschland/ukraine-krieg-wie-deutschland-von-der-wirklichkeit-ueberrollt-wurde-a-f688c75a-ac04-4c7d-8dfb-827f296c67ea,Der russische Überfall auf die Ukraine weckt die Deutschen aus ihrem Pazifismus. Sie müssen sich für Kriege wappnen. Das wird mehr verändern als nur die Bundeswehr.,,2022-03-04 10:36:00,Spiegel,Hackback
Moxies Mittelfinger,https://www.spiegel.de/netzwelt/apps/messenger-app-signal-moxies-mittelfinger-a-5c493ff0-0dbf-46cb-8657-825bd85cd504,"Moxie Marlinspike, Entwickler der WhatsApp-Alternative Signal, hat vorgeführt, wie sich ein von der Polizei genutztes Ermittlungswerkzeug sabotieren lässt. Was als Punk-PR funktionieren mag, könnte noch nach hinten losgehen.",,2021-04-22 18:53:33,Spiegel,Hackback
Trumps Gedanken verflüchtigen sich beim Reden,https://www.spiegel.de/politik/deutschland/news-des-tages-corona-in-den-usa-donald-trump-philipp-fritz-seoul-a-f802bcf4-2eb0-4901-ba0e-8cda0f85f64a,"Die Corona-Logik des US-Präsidenten ist verheerend. Südkorea rätselt über den Tod des Bürgermeisters von Seoul. Und der ""Welt""-Chefredakteur spricht über die Anfeindungen gegen seinen Polen-Korrespondenten. Das ist die Lage am Freitagabend.",,2020-07-10 17:47:56,Spiegel,Hackback
Wie die SPD ein Gesetz zum Cyber-Gegenschlag verhinderte,https://www.spiegel.de/politik/deutschland/hackback-wie-die-spd-ein-gesetz-zum-cyber-gegenschlag-verhinderte-a-00000000-0002-0001-0000-000171973716,"Ein Gesetz sollte Behörden erlauben, in ausländische Server einzudringen, um Cyberangriffe zu stoppen. Doch das Vorhaben scheiterte an den Sozialdemokraten.",,2020-07-10 15:12:09,Spiegel,"Hackback, Aktive Cyberabwehr"
Hacker setzt 100.000 Dollar Prämie für Angriffe auf Firmen aus,https://www.spiegel.de/netzwelt/web/hacker-setzt-100-000-dollar-praemie-fuer-angriffe-auf-firmen-aus-a-1297089.html,Der berühmt-berüchtigte Hacker Phineas Fisher hat offenbar Dokumente und Geld von einer Offshorebank erbeutet und geleakt. Anderen bietet er jetzt bis zu 100.000 Dollar für ähnliche Angriffe an.,,2019-11-18 17:47:00,Spiegel,Hackback
"Sechs Mythen über den ""Hackerangriff""",https://www.spiegel.de/netzwelt/web/datenleak-von-0rbit-sechs-mythen-ueber-den-hackerangriff-a-1246714.html,"Private Daten Hunderter Politiker, Prominenter und Webstars stehen im Netz: Der Donnerstagabend bekannt gewordene Daten-Leak sorgt weiter für Wirbel. Doch nicht alles, was man dazu hört, ergibt Sinn.",,2019-01-07 13:53:00,Spiegel,Hackback
Neue Cyber-Agentur soll IT-Sicherheit stärken,https://www.spiegel.de/netzwelt/netzpolitik/agentur-fuer-innovationen-in-der-cybersicherheit-deutsche-darpa-soll-it-sicherheit-staerken-a-1225548.html,"Nach dem Vorbild der US-Behörde Darpa soll eine deutsche Agentur für Innovationen in der Cybersicherheit aufgebaut werden. Deutschland soll in dem Bereich ""die Führung oder zumindest eine Spitzenposition"" einnehmen.",,2018-08-29 16:12:14,Spiegel,Hackback
Bundeswehr-Hacker bereit zum Hackback,https://www.spiegel.de/netzwelt/netzpolitik/bundeswehr-hacker-sind-bereit-zum-hackback-a-1213192.html,"Seit Jahren streiten Politiker, ob Deutschland nach einem Hackerangriff auch im Netz zurückschlagen darf. Nach SPIEGEL-Informationen hat die Bundeswehr nun erstmals gemeldet, dass sie dazu in der Lage wäre.",,2018-06-16 09:09:00,Spiegel,Hackback
"Liebe Leserin, lieber Leser,",https://www.spiegel.de/netzwelt/web/facebook-banause-blockiert-beruehmte-brueste-a-1198852.html,,,2018-03-19 16:26:00,Spiegel,Hackback
Wenn der Staat zum Hacker wird,https://www.spiegel.de/netzwelt/netzpolitik/hackback-wenn-der-staat-zum-hacker-werden-will-a-1179423.html,"Was tut ein Rechtsstaat, wenn ihm sensible Daten gestohlen wurden? Darf er sich in fremde Server hacken, um Informationen aus der Ferne zu löschen? Die Behörden stehen vor einem Dilemma.",,2017-12-10 07:39:00,Spiegel,Hackback
So rüstet sich Deutschlands geheime Cyberarmee,https://www.spiegel.de/spiegel/deutschland-ruestet-im-cyberkrieg-auf-a-1179975.html,"Computerkriminelle nehmen zunehmend deutsche Ziele ins Visier: ein Stahlwerk, die Telekom, den Bundestag. Doch nun schlagen die Sicherheitskräfte zurück.",,2017-11-24 15:18:00,Spiegel,"Hackback, Aktive Cyberabwehr"
Hacker mit Dienstausweis,https://www.spiegel.de/politik/hacker-mit-dienstausweis-a-142c8064-0002-0001-0000-000154432448,Deutschland ist immer öfter Opfer von Attacken. Jetzt wollen die Sicherheitskräfte offensiv zurückschlagen  Politiker und Experten warnen.,,2017-11-22 13:00:00,Spiegel,"Hackback, Aktive Cyberabwehr"
"""Wir brauchen einen vollen Werkzeugkasten""",https://www.spiegel.de/politik/deutschland/geheimdienste-fordern-mehr-befugnisse-anhoerung-im-bundestag-a-1171449.html,Premiere im Parlament: Erstmals stellen sich die Präsidenten der drei Geheimdienste öffentlich den Fragen ihrer Bundestagskontrolleure. Mitgebracht haben sie einen Wunschzettel für mehr Befugnisse.,,2017-10-05 19:41:02,Spiegel,Hackback
